epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,320.55,0.39781,0.34205,0.33496,0.81867,0.99819,1,0.995,0.90332,0.99819,1,0.995,0.88961,0.42583,0.41981,0.32429,0.77,0.0004358,0.0004358,0.0004358
81,324.493,0.39893,0.34666,0.33733,0.81695,0.99841,1,0.995,0.90146,0.99841,1,0.995,0.89884,0.45158,0.44779,0.3145,0.78371,0.000416,0.000416,0.000416
82,328.439,0.38264,0.31399,0.33275,0.81382,0.9984,1,0.995,0.91855,0.9984,1,0.995,0.89625,0.40657,0.41211,0.30115,0.76871,0.0003962,0.0003962,0.0003962
83,332.417,0.38637,0.30838,0.32839,0.81386,0.99834,1,0.995,0.89592,0.99834,1,0.995,0.89806,0.43582,0.41462,0.30465,0.77045,0.0003764,0.0003764,0.0003764
84,336.416,0.39307,0.31588,0.33559,0.83921,0.99822,1,0.995,0.91401,0.99822,1,0.995,0.90921,0.40991,0.40793,0.30732,0.76468,0.0003566,0.0003566,0.0003566
85,340.364,0.3658,0.30348,0.32185,0.83431,0.99825,1,0.995,0.92347,0.99825,1,0.995,0.93112,0.36446,0.41404,0.29174,0.75295,0.0003368,0.0003368,0.0003368
86,344.377,0.39858,0.30626,0.3298,0.832,0.9983,1,0.995,0.92204,0.9983,1,0.995,0.93066,0.36999,0.4427,0.28727,0.75484,0.000317,0.000317,0.000317
87,348.319,0.35707,0.31707,0.30938,0.80741,0.99783,1,0.995,0.91654,0.99783,1,0.995,0.91301,0.37529,0.44553,0.28881,0.75605,0.0002972,0.0002972,0.0002972
88,352.335,0.38159,0.34223,0.31848,0.82885,0.99816,1,0.995,0.91546,0.99816,1,0.995,0.91092,0.39404,0.44879,0.30976,0.7678,0.0002774,0.0002774,0.0002774
89,356.23,0.33608,0.26656,0.29941,0.81683,0.99823,1,0.995,0.91396,0.99823,1,0.995,0.90363,0.40378,0.45122,0.2944,0.76966,0.0002576,0.0002576,0.0002576
90,360.15,0.36741,0.35299,0.31232,0.81194,0.99807,1,0.995,0.91968,0.99807,1,0.995,0.8979,0.41189,0.41813,0.30829,0.77629,0.0002378,0.0002378,0.0002378
91,391.519,0.32069,0.27813,0.29852,0.80384,0.9994,1,0.995,0.92414,0.9994,1,0.995,0.89382,0.37949,0.40581,0.27646,0.76442,0.000218,0.000218,0.000218
92,395.482,0.32389,0.32066,0.28485,0.81343,0.99753,1,0.995,0.90874,0.99753,1,0.995,0.89261,0.38433,0.42013,0.27837,0.76094,0.0001982,0.0001982,0.0001982
93,399.379,0.32086,0.2871,0.2935,0.81553,0.99821,1,0.995,0.90423,0.99821,1,0.995,0.89733,0.37113,0.44787,0.29416,0.75529,0.0001784,0.0001784,0.0001784
94,403.378,0.31308,0.31478,0.28609,0.80809,0.99784,1,0.995,0.91951,0.99784,1,0.995,0.90365,0.37389,0.45454,0.29656,0.75503,0.0001586,0.0001586,0.0001586
95,407.262,0.29907,0.30085,0.2766,0.80324,0.99666,1,0.995,0.92751,0.99666,1,0.995,0.92407,0.37041,0.42436,0.28356,0.75055,0.0001388,0.0001388,0.0001388
96,411.178,0.3052,0.27913,0.28224,0.7881,0.99826,1,0.995,0.91955,0.99826,1,0.995,0.9126,0.36729,0.4186,0.27597,0.75222,0.000119,0.000119,0.000119
97,415.117,0.31988,0.28326,0.2802,0.79506,0.9983,1,0.995,0.91567,0.9983,1,0.995,0.90208,0.38289,0.41571,0.27179,0.75857,9.92e-05,9.92e-05,9.92e-05
98,419.078,0.30266,0.26706,0.27428,0.80193,0.99823,1,0.995,0.91414,0.99823,1,0.995,0.91148,0.39189,0.41883,0.28124,0.76104,7.94e-05,7.94e-05,7.94e-05
99,423.049,0.30388,0.27627,0.27503,0.78948,0.99812,1,0.995,0.92106,0.99812,1,0.995,0.91903,0.36696,0.42396,0.28527,0.7531,5.96e-05,5.96e-05,5.96e-05
100,426.918,0.3131,0.2749,0.28326,0.79647,0.9982,1,0.995,0.91922,0.9982,1,0.995,0.91958,0.35283,0.42299,0.27818,0.74829,3.98e-05,3.98e-05,3.98e-05
