epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,247.922,0.42465,0.43907,0.36233,0.83307,0.99188,0.9697,0.98368,0.85756,0.99188,0.9697,0.98368,0.89253,0.58659,0.69218,0.50316,0.79525,0.000812,0.000812,0.000812
62,251.983,0.44428,0.44829,0.3616,0.83336,0.9986,0.9697,0.97461,0.85548,0.9986,0.9697,0.97119,0.87171,0.58287,0.79313,0.52336,0.80922,0.0007922,0.0007922,0.0007922
63,256.004,0.42943,0.41645,0.35348,0.82982,0.98562,0.93939,0.96213,0.84452,0.98562,0.93939,0.93993,0.8418,0.57551,0.87775,0.56383,0.83456,0.0007724,0.0007724,0.0007724
64,260.105,0.44007,0.46153,0.35454,0.83447,0.99668,0.93939,0.9625,0.83662,0.99668,0.93939,0.95799,0.87082,0.52544,0.81671,0.4995,0.83776,0.0007526,0.0007526,0.0007526
65,264.306,0.4416,0.46795,0.35334,0.83443,0.99796,0.93939,0.96462,0.82097,0.99796,0.93939,0.95717,0.86645,0.63184,0.7942,0.53045,0.8828,0.0007328,0.0007328,0.0007328
66,268.382,0.43835,0.45303,0.35494,0.82873,0.9956,0.93939,0.95607,0.7963,0.9956,0.93939,0.95273,0.84568,0.60995,0.82729,0.51637,0.88619,0.000713,0.000713,0.000713
67,272.465,0.48293,0.48903,0.37956,0.82558,0.93036,0.93939,0.93872,0.82792,0.93036,0.93939,0.93872,0.83514,0.54368,1.04264,0.51543,0.87325,0.0006932,0.0006932,0.0006932
68,276.462,0.41361,0.44149,0.34385,0.83296,0.94645,0.90909,0.94011,0.84513,0.94645,0.90909,0.94011,0.8785,0.48126,1.1163,0.52187,0.84154,0.0006734,0.0006734,0.0006734
69,280.528,0.40503,0.41335,0.33077,0.83249,0.9964,0.93939,0.95747,0.86786,0.9964,0.93939,0.95747,0.87583,0.4699,0.85143,0.4766,0.79985,0.0006536,0.0006536,0.0006536
70,284.539,0.39564,0.41398,0.33116,0.8292,0.99666,0.93939,0.97352,0.87353,0.99666,0.93939,0.96868,0.8778,0.51082,0.80217,0.4927,0.80482,0.0006338,0.0006338,0.0006338
71,288.492,0.41982,0.47408,0.33674,0.83263,0.99776,0.9697,0.9782,0.87156,0.99776,0.9697,0.97015,0.87077,0.49331,0.75072,0.4861,0.80097,0.000614,0.000614,0.000614
72,292.5,0.40146,0.41246,0.33662,0.8224,0.99771,0.9697,0.9875,0.86632,0.99771,0.9697,0.98333,0.89219,0.49573,0.65697,0.45413,0.80868,0.0005942,0.0005942,0.0005942
73,296.514,0.41457,0.42634,0.3254,0.83136,0.99437,0.9697,0.98802,0.8641,0.99437,0.9697,0.98652,0.90764,0.51253,0.61877,0.43512,0.81273,0.0005744,0.0005744,0.0005744
74,300.557,0.40703,0.4315,0.3205,0.82726,0.99229,0.9697,0.98652,0.88306,0.99229,0.9697,0.98652,0.91425,0.44826,0.6162,0.40217,0.78976,0.0005546,0.0005546,0.0005546
75,304.62,0.3864,0.42305,0.32772,0.82181,0.99909,0.93939,0.97616,0.87612,0.99909,0.93939,0.97121,0.89424,0.48426,0.75139,0.44257,0.80493,0.0005348,0.0005348,0.0005348
76,308.604,0.41886,0.4555,0.33426,0.82423,0.99751,0.93939,0.97116,0.86925,0.99751,0.93939,0.97116,0.89242,0.46569,0.83188,0.45596,0.79312,0.000515,0.000515,0.000515
77,312.69,0.39365,0.42197,0.31602,0.82689,0.99697,0.93939,0.96799,0.87158,0.99697,0.93939,0.96799,0.86877,0.4851,0.88267,0.44909,0.80867,0.0004952,0.0004952,0.0004952
78,316.796,0.41376,0.41801,0.32854,0.82629,0.99725,0.93939,0.96512,0.87621,0.99725,0.93939,0.96512,0.88389,0.48517,0.90791,0.46266,0.8114,0.0004754,0.0004754,0.0004754
79,320.771,0.37375,0.38998,0.30854,0.82013,0.96623,0.93939,0.96516,0.87034,0.96623,0.93939,0.96516,0.87184,0.47937,0.91737,0.43647,0.80903,0.0004556,0.0004556,0.0004556
80,324.738,0.38218,0.44759,0.30405,0.81359,0.96961,0.96677,0.96858,0.88771,0.96961,0.96677,0.96858,0.88253,0.44056,0.90701,0.41765,0.79304,0.0004358,0.0004358,0.0004358
81,328.68,0.41311,0.46657,0.32548,0.83172,0.96675,0.9697,0.9727,0.87326,0.96675,0.9697,0.96889,0.89673,0.4558,0.78585,0.39374,0.78858,0.000416,0.000416,0.000416
82,332.752,0.3902,0.40806,0.30425,0.81104,0.99826,0.9697,0.97443,0.86308,0.99826,0.9697,0.96995,0.89319,0.47129,0.75544,0.41594,0.78424,0.0003962,0.0003962,0.0003962
83,336.784,0.37739,0.40786,0.29011,0.82233,0.99827,0.9697,0.97311,0.87429,0.99827,0.9697,0.96953,0.89118,0.42777,0.81658,0.4024,0.77469,0.0003764,0.0003764,0.0003764
84,340.708,0.37691,0.42219,0.30527,0.82654,0.99751,0.9697,0.97262,0.87702,0.99751,0.9697,0.96962,0.89036,0.39814,0.83311,0.39843,0.7791,0.0003566,0.0003566,0.0003566
85,344.707,0.36096,0.40871,0.30813,0.82254,0.99773,0.9697,0.98023,0.9028,0.99773,0.9697,0.97071,0.90094,0.3866,0.74986,0.38658,0.77182,0.0003368,0.0003368,0.0003368
86,348.602,0.39549,0.45222,0.32966,0.82384,0.99763,0.9697,0.98404,0.90409,0.99763,0.9697,0.97753,0.90271,0.38971,0.67016,0.37921,0.7675,0.000317,0.000317,0.000317
87,352.608,0.39981,0.4269,0.31087,0.82281,0.99739,0.9697,0.98606,0.89697,0.99739,0.9697,0.98178,0.88929,0.43218,0.61028,0.39185,0.77238,0.0002972,0.0002972,0.0002972
88,356.56,0.37122,0.38598,0.29128,0.8325,0.99757,0.9697,0.9875,0.89295,0.99757,0.9697,0.98333,0.89444,0.48588,0.62419,0.40805,0.78402,0.0002774,0.0002774,0.0002774
89,360.522,0.36635,0.38485,0.29253,0.82262,0.99775,0.9697,0.98857,0.90305,0.99775,0.9697,0.98857,0.89593,0.45199,0.66593,0.38589,0.77889,0.0002576,0.0002576,0.0002576
90,364.523,0.36907,0.41861,0.29465,0.82913,0.99787,0.9697,0.98975,0.90343,0.99787,0.9697,0.98975,0.90289,0.4246,0.68932,0.37012,0.77427,0.0002378,0.0002378,0.0002378
91,396.982,0.31812,0.3727,0.28032,0.78708,0.99712,0.9697,0.9925,0.90942,0.99712,0.9697,0.9925,0.87711,0.45343,0.68247,0.37618,0.79242,0.000218,0.000218,0.000218
92,400.926,0.32036,0.38004,0.27728,0.78802,0.99707,0.9697,0.9925,0.8898,0.99707,0.9697,0.9925,0.8709,0.48006,0.6899,0.37638,0.79531,0.0001982,0.0001982,0.0001982
93,404.871,0.34363,0.40202,0.2793,0.80796,0.99784,0.9697,0.9925,0.87995,0.99784,0.9697,0.9925,0.88867,0.46919,0.66847,0.35279,0.78952,0.0001784,0.0001784,0.0001784
94,408.859,0.32111,0.38778,0.26632,0.78048,0.9988,0.9697,0.99105,0.89804,0.9988,0.9697,0.99105,0.88902,0.43584,0.66573,0.35456,0.78419,0.0001586,0.0001586,0.0001586
95,412.762,0.30576,0.37595,0.2671,0.77598,0.99919,0.9697,0.98975,0.88961,0.99919,0.9697,0.98975,0.89254,0.41546,0.682,0.35666,0.77679,0.0001388,0.0001388,0.0001388
96,416.821,0.31869,0.38359,0.26727,0.78366,0.99871,0.9697,0.99038,0.88609,0.99871,0.9697,0.99038,0.90773,0.42076,0.69546,0.35782,0.77482,0.000119,0.000119,0.000119
97,420.8,0.32248,0.37896,0.26701,0.76252,0.9991,0.9697,0.99038,0.89329,0.9991,0.9697,0.99038,0.90832,0.42166,0.72024,0.36182,0.77578,9.92e-05,9.92e-05,9.92e-05
98,424.704,0.32133,0.37216,0.25799,0.78115,0.99934,0.9697,0.98857,0.90163,0.99453,0.93939,0.96654,0.89234,0.42051,0.72008,0.35726,0.77594,7.94e-05,7.94e-05,7.94e-05
99,428.661,0.31325,0.39531,0.27372,0.78967,0.99901,0.9697,0.9875,0.91008,0.99901,0.9697,0.9875,0.89074,0.40028,0.70857,0.35547,0.77148,5.96e-05,5.96e-05,5.96e-05
100,432.621,0.29403,0.38224,0.25971,0.77572,1,0.9696,0.98802,0.92063,0.99517,0.93939,0.96625,0.89302,0.39286,0.71984,0.36905,0.77142,3.98e-05,3.98e-05,3.98e-05
