epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,116.829,0.54156,0.48986,0.40149,0.86479,0.99085,0.87879,0.97206,0.81401,0.99085,0.87879,0.97206,0.85584,0.57604,0.57469,0.53822,0.84872,0.0014258,0.0014258,0.0014258
31,120.579,0.47872,0.46877,0.37532,0.84639,0.96685,0.88384,0.9719,0.8318,0.96685,0.88384,0.9719,0.86174,0.59138,0.69146,0.5227,0.87082,0.001406,0.001406,0.001406
32,124.343,0.48151,0.4662,0.39108,0.8546,0.95576,0.87879,0.93442,0.79281,0.95576,0.87879,0.92684,0.80264,0.57827,1.25141,0.5431,0.86491,0.0013862,0.0013862,0.0013862
33,128.068,0.4671,0.44102,0.36782,0.84418,0.9297,0.84848,0.90006,0.76597,0.9297,0.84848,0.89743,0.7627,0.55443,1.84063,0.59387,0.8672,0.0013664,0.0013664,0.0013664
34,131.773,0.48164,0.48019,0.36302,0.84402,0.93489,0.87039,0.93942,0.80596,0.93489,0.87039,0.92571,0.78836,0.57694,1.62591,0.61412,0.87567,0.0013466,0.0013466,0.0013466
35,135.589,0.47485,0.45911,0.36445,0.8355,0.93677,0.93939,0.95781,0.82845,0.93677,0.93939,0.95781,0.83976,0.52862,0.8988,0.50604,0.84494,0.0013268,0.0013268,0.0013268
36,139.308,0.44603,0.42633,0.34766,0.83479,0.99366,0.93939,0.98091,0.84208,0.99366,0.93939,0.98091,0.85585,0.52809,0.7169,0.44516,0.84223,0.001307,0.001307,0.001307
37,143.046,0.47535,0.42079,0.37325,0.83608,0.99462,0.9697,0.99329,0.85432,0.99462,0.9697,0.99329,0.88622,0.54355,0.67388,0.41116,0.82916,0.0012872,0.0012872,0.0012872
38,146.807,0.46991,0.44621,0.37439,0.83077,0.96738,0.89897,0.96839,0.825,0.96738,0.89897,0.96839,0.84252,0.5382,1.0273,0.43424,0.85842,0.0012674,0.0012674,0.0012674
39,150.507,0.44723,0.46361,0.34625,0.82906,0.98796,0.90909,0.94443,0.79939,0.98796,0.90909,0.9256,0.82785,0.58305,1.28944,0.49711,0.8915,0.0012476,0.0012476,0.0012476
40,154.315,0.41965,0.45248,0.33385,0.83861,0.92805,0.90909,0.92867,0.82393,0.92805,0.90909,0.92867,0.8231,0.53331,1.28178,0.60425,0.85388,0.0012278,0.0012278,0.0012278
41,158.051,0.45501,0.44247,0.35141,0.8381,0.90565,0.93939,0.96241,0.81238,0.90565,0.93939,0.95402,0.86591,0.55496,0.92319,0.52308,0.84048,0.001208,0.001208,0.001208
42,161.75,0.45035,0.41553,0.34936,0.8369,0.95929,0.93939,0.98195,0.82447,0.95929,0.93939,0.98195,0.87156,0.52599,0.93451,0.43362,0.84932,0.0011882,0.0011882,0.0011882
43,165.596,0.45696,0.45755,0.34455,0.84103,1,0.96348,0.99329,0.8274,1,0.96348,0.99329,0.85469,0.5518,0.91066,0.41161,0.90773,0.0011684,0.0011684,0.0011684
44,169.347,0.42523,0.44619,0.33219,0.81674,0.97041,0.99383,0.99324,0.83288,0.97041,0.99383,0.99324,0.87211,0.58167,0.95804,0.45338,0.89876,0.0011486,0.0011486,0.0011486
45,173.112,0.43928,0.43893,0.32146,0.83557,1,0.93261,0.98919,0.83863,1,0.93261,0.98919,0.86999,0.58874,0.89096,0.44437,0.90131,0.0011288,0.0011288,0.0011288
46,176.952,0.46418,0.45921,0.34962,0.83955,0.94259,0.99519,0.99238,0.82689,0.94259,0.99519,0.99238,0.87772,0.66915,0.66057,0.45974,0.94728,0.001109,0.001109,0.001109
47,180.735,0.45842,0.44581,0.33757,0.8286,0.99303,1,0.995,0.84189,0.99303,1,0.995,0.9023,0.57066,0.54242,0.43798,0.8859,0.0010892,0.0010892,0.0010892
48,184.606,0.44893,0.43947,0.34326,0.83866,0.96952,0.96395,0.99159,0.84358,0.96952,0.96395,0.99159,0.88689,0.50038,0.57159,0.38806,0.86076,0.0010694,0.0010694,0.0010694
49,188.487,0.43349,0.44652,0.3479,0.83914,0.96216,0.93939,0.97963,0.85245,0.96216,0.93939,0.97963,0.8764,0.57922,0.62285,0.41483,0.8912,0.0010496,0.0010496,0.0010496
50,192.329,0.42898,0.41162,0.32883,0.82098,0.96968,0.96929,0.98702,0.84272,0.96968,0.96929,0.98702,0.89346,0.51312,0.53127,0.41602,0.86274,0.0010298,0.0010298,0.0010298
51,196.212,0.41963,0.42928,0.31885,0.84284,0.97049,0.99664,0.99324,0.89061,0.97049,0.99664,0.99324,0.91997,0.44688,0.48468,0.36464,0.78691,0.00101,0.00101,0.00101
52,200.066,0.427,0.43702,0.31636,0.82903,1,0.99848,0.995,0.87932,1,0.99848,0.995,0.90348,0.53564,0.50131,0.39722,0.79417,0.0009902,0.0009902,0.0009902
53,203.927,0.41902,0.43582,0.31739,0.83469,0.99233,0.9697,0.9925,0.88769,0.99233,0.9697,0.9925,0.89368,0.47396,0.45531,0.37582,0.81442,0.0009704,0.0009704,0.0009704
54,207.789,0.42824,0.43888,0.31253,0.83055,1,0.93254,0.99,0.86668,1,0.93254,0.99,0.90552,0.45729,0.44791,0.38642,0.7979,0.0009506,0.0009506,0.0009506
55,211.634,0.3955,0.39801,0.31668,0.82587,1,0.96718,0.99329,0.879,1,0.96718,0.99329,0.89736,0.43945,0.52985,0.3838,0.78539,0.0009308,0.0009308,0.0009308
56,215.544,0.40116,0.42431,0.30303,0.8237,0.96461,0.9697,0.99238,0.88032,0.96461,0.9697,0.99238,0.90964,0.48776,0.45422,0.37103,0.81022,0.000911,0.000911,0.000911
57,219.358,0.40922,0.40707,0.30989,0.83358,0.9969,0.93939,0.98884,0.86927,0.9969,0.93939,0.98884,0.89788,0.50123,0.54364,0.39418,0.81946,0.0008912,0.0008912,0.0008912
58,223.258,0.41297,0.42736,0.30248,0.82988,0.99267,0.93939,0.98681,0.83741,0.99267,0.93939,0.98681,0.8715,0.62252,0.68055,0.43532,0.84052,0.0008714,0.0008714,0.0008714
59,227.134,0.42976,0.44826,0.31746,0.83074,0.98383,0.93939,0.98076,0.86485,0.98383,0.93939,0.98076,0.89557,0.55279,0.71872,0.44772,0.81713,0.0008516,0.0008516,0.0008516
60,231.038,0.41153,0.44913,0.30845,0.82605,0.99358,0.93939,0.98626,0.8695,0.99358,0.93939,0.98626,0.89058,0.49949,0.79078,0.3856,0.79899,0.0008318,0.0008318,0.0008318
61,234.965,0.3799,0.40392,0.28266,0.82411,0.98865,0.90909,0.98227,0.85685,0.98865,0.90909,0.96404,0.85383,0.53959,0.93692,0.42897,0.81765,0.000812,0.000812,0.000812
62,238.933,0.39251,0.41654,0.28824,0.82571,0.99531,0.90909,0.9696,0.84534,0.99531,0.90909,0.92785,0.84659,0.54059,1.09036,0.47366,0.85585,0.0007922,0.0007922,0.0007922
63,242.891,0.38503,0.38453,0.29127,0.82263,0.98565,0.90909,0.96349,0.81508,0.98565,0.90909,0.92047,0.82635,0.56405,1.12758,0.49447,0.86387,0.0007724,0.0007724,0.0007724
64,246.928,0.39802,0.42472,0.28875,0.83224,0.99342,0.90909,0.98818,0.86574,0.99342,0.90909,0.96437,0.87788,0.52007,0.85566,0.41811,0.85615,0.0007526,0.0007526,0.0007526
65,251.025,0.41572,0.43619,0.30992,0.82769,0.99746,0.93939,0.99,0.87134,0.99746,0.93939,0.96776,0.88387,0.51992,0.76678,0.4108,0.83571,0.0007328,0.0007328,0.0007328
66,255.169,0.4052,0.42388,0.30581,0.82121,0.91618,0.9938,0.98344,0.8634,0.96809,0.93939,0.96302,0.86314,0.50124,0.79231,0.42544,0.81931,0.000713,0.000713,0.000713
67,259.12,0.42574,0.45599,0.31229,0.81169,0.9951,0.93939,0.98545,0.88737,0.9951,0.93939,0.95178,0.87831,0.43138,0.98223,0.40144,0.80884,0.0006932,0.0006932,0.0006932
68,263.214,0.3731,0.41896,0.28227,0.8221,0.99725,0.93939,0.98524,0.89426,0.99725,0.93939,0.94952,0.86922,0.43798,1.11921,0.38212,0.80184,0.0006734,0.0006734,0.0006734
69,267.091,0.37306,0.37926,0.27315,0.82846,1,0.93467,0.98202,0.88062,1,0.93467,0.94971,0.85544,0.46855,1.12278,0.41039,0.8109,0.0006536,0.0006536,0.0006536
