epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,3491.84,1.52307,1.22981,1.5915,0.73094,0.81818,0.82848,0.41639,1.87498,1.39553,2.38742,0.001505,0.001505,0.001505
27,3606.36,1.5446,1.27194,1.57588,0.66764,0.72727,0.64417,0.18036,1.97326,1.78021,2.5553,0.0014852,0.0014852,0.0014852
28,3726.19,1.50699,1.21291,1.56104,0.70884,0.51515,0.67616,0.37354,2.19468,2.25703,2.22134,0.0014654,0.0014654,0.0014654
29,3804.87,1.5733,1.22181,1.59234,0.82793,0.78788,0.86269,0.45318,2.13832,1.27368,2.26869,0.0014456,0.0014456,0.0014456
30,3904.12,1.47832,1.16662,1.53836,0.59156,0.70235,0.59638,0.26815,2.14213,2.42849,2.54345,0.0014258,0.0014258,0.0014258
31,3995.01,1.47025,1.17308,1.52436,0.85252,0.72727,0.82852,0.43073,2.00478,1.45685,2.58532,0.001406,0.001406,0.001406
32,4120.53,1.46432,1.21055,1.54222,0.77967,0.7508,0.81291,0.43513,2.04701,1.89348,2.70835,0.0013862,0.0013862,0.0013862
33,4209.61,1.50128,1.16617,1.56533,0.68129,0.60606,0.72829,0.31758,2.01233,1.9525,2.24268,0.0013664,0.0013664,0.0013664
34,4351.14,1.40386,1.11663,1.47445,0.51856,0.15152,0.18467,0.06128,2.34724,4.41582,2.37779,0.0013466,0.0013466,0.0013466
35,4470.65,1.39671,1.08816,1.48805,0.88657,0.94759,0.95968,0.59662,1.60732,0.96479,2.10371,0.0013268,0.0013268,0.0013268
36,4611.04,1.46076,1.11552,1.56566,0.97447,0.81818,0.93801,0.49731,1.97467,1.10103,2.39951,0.001307,0.001307,0.001307
37,4751.48,1.36095,1.03148,1.43064,0.82502,0.78788,0.83373,0.43198,1.89897,1.49795,2.16919,0.0012872,0.0012872,0.0012872
38,4864.67,1.42505,1.05323,1.51194,0.8587,0.921,0.94122,0.49049,1.68204,1.77096,2.26345,0.0012674,0.0012674,0.0012674
39,4987.44,1.38886,1.07321,1.49984,0.94678,0.90909,0.97005,0.42964,2.02542,1.35041,2.61692,0.0012476,0.0012476,0.0012476
40,5111,1.37824,0.98684,1.42723,0.90245,0.9697,0.96784,0.49747,1.9924,1.01998,2.42059,0.0012278,0.0012278,0.0012278
41,5229.39,1.36584,1.02892,1.46348,0.94922,0.81818,0.95474,0.45044,2.05264,1.42694,2.56689,0.001208,0.001208,0.001208
42,5339.16,1.37531,1.02212,1.46429,0.87866,0.93939,0.95236,0.48823,1.90735,1.19458,2.69574,0.0011882,0.0011882,0.0011882
43,5426.34,1.34071,1.02779,1.44075,0.85612,0.81818,0.89671,0.43468,1.99128,1.10433,2.39114,0.0011684,0.0011684,0.0011684
44,5533.08,1.34647,0.92324,1.43218,0.90434,0.85969,0.9585,0.42449,2.07874,1.06883,2.57134,0.0011486,0.0011486,0.0011486
45,5619.85,1.32056,0.93817,1.43475,0.93311,0.87879,0.93956,0.52091,1.8716,1.07663,2.43157,0.0011288,0.0011288,0.0011288
46,5795.27,1.47381,1.00321,1.52506,0.93292,0.84299,0.92525,0.47981,2.07881,1.22769,2.63775,0.001109,0.001109,0.001109
47,5923.75,1.31877,0.93914,1.40256,0.92854,0.78754,0.89673,0.53275,1.90671,1.19159,2.4776,0.0010892,0.0010892,0.0010892
48,6061.81,1.28538,0.91085,1.36985,0.8941,0.7678,0.84866,0.4348,2.05452,1.22517,2.09848,0.0010694,0.0010694,0.0010694
49,6183.96,1.32425,0.90861,1.36612,0.90799,0.89735,0.92245,0.44799,2.11669,1.30739,2.77819,0.0010496,0.0010496,0.0010496
50,6325.35,1.22904,0.88882,1.37199,0.93385,0.85574,0.96669,0.56193,1.90333,1.31754,2.11065,0.0010298,0.0010298,0.0010298
51,6449.97,1.31455,0.93762,1.42288,0.73728,0.87879,0.89674,0.43984,2.22017,1.3991,2.24754,0.00101,0.00101,0.00101
52,6588.47,1.23884,0.83241,1.3211,0.85678,0.90651,0.85757,0.42674,2.24622,1.42862,2.06465,0.0009902,0.0009902,0.0009902
53,6703.48,1.28366,0.91447,1.36748,1,0.93843,0.97657,0.46746,1.67969,1.10866,1.94881,0.0009704,0.0009704,0.0009704
54,6812.62,1.24559,0.84511,1.32635,0.90325,0.84871,0.94595,0.45598,1.98764,1.34534,2.4967,0.0009506,0.0009506,0.0009506
55,6885.64,1.22061,0.85382,1.3547,0.86158,0.94317,0.9502,0.45293,2.23849,1.05362,2.73593,0.0009308,0.0009308,0.0009308
56,6987.18,1.2287,0.84699,1.35421,0.9634,0.87879,0.9624,0.55064,1.95169,0.8806,2.55794,0.000911,0.000911,0.000911
57,7069.55,1.17257,0.84008,1.30715,0.905,0.93939,0.95709,0.53487,1.95277,0.84185,2.46646,0.0008912,0.0008912,0.0008912
58,7174.87,1.20671,0.84235,1.35218,0.92606,0.87879,0.95069,0.54446,1.65551,0.81161,2.07468,0.0008714,0.0008714,0.0008714
59,7292.42,1.1827,0.79897,1.33657,0.93405,0.85864,0.94699,0.4965,1.80898,0.86384,2.23815,0.0008516,0.0008516,0.0008516
60,7432.3,1.16121,0.80944,1.28086,0.92623,0.84848,0.89865,0.43319,2.13525,1.11516,2.35181,0.0008318,0.0008318,0.0008318
61,7550.54,1.14129,0.80986,1.27609,0.86484,0.96951,0.94746,0.49326,1.56203,1.34096,2.0207,0.000812,0.000812,0.000812
62,7698.19,1.13905,0.7652,1.29445,0.92375,0.93939,0.96352,0.53262,1.74211,1.11799,1.94029,0.0007922,0.0007922,0.0007922
63,7787.47,1.08391,0.74337,1.24327,0.90516,0.86789,0.94167,0.44982,2.23076,1.29822,2.59017,0.0007724,0.0007724,0.0007724
64,7895.09,1.09738,0.72944,1.22096,0.90587,0.87497,0.92963,0.47076,2.01287,1.3953,2.21125,0.0007526,0.0007526,0.0007526
65,8008.22,1.09178,0.77472,1.28376,0.97648,0.87879,0.94097,0.40758,2.21697,1.14857,2.18425,0.0007328,0.0007328,0.0007328
66,8141.04,1.10245,0.79144,1.28278,0.96921,0.95404,0.97674,0.54668,1.97223,0.75758,2.14072,0.000713,0.000713,0.000713
67,8255.21,1.12336,0.75898,1.26163,0.93927,0.93736,0.97388,0.57995,1.9093,0.81746,2.27017,0.0006932,0.0006932,0.0006932
68,8353.14,1.09349,0.73553,1.27338,0.99985,0.90909,0.94155,0.52873,1.86483,0.86362,2.17969,0.0006734,0.0006734,0.0006734
69,8475.99,1.07771,0.77111,1.25689,0.9687,0.87879,0.94224,0.52463,1.89876,0.91906,2.30524,0.0006536,0.0006536,0.0006536
70,8638.39,1.08113,0.73719,1.26743,1,0.87625,0.948,0.5008,1.96208,1.15122,2.14767,0.0006338,0.0006338,0.0006338
71,8723.01,1.00695,0.67862,1.1744,0.96855,0.93348,0.95899,0.53145,1.80651,0.7612,2.03136,0.000614,0.000614,0.000614
72,8857.24,1.04278,0.68614,1.23434,0.96971,0.97015,0.98971,0.52177,1.77203,0.76456,2.30265,0.0005942,0.0005942,0.0005942
73,8931.9,1.06703,0.6791,1.21432,0.93903,0.93349,0.96707,0.53753,1.76706,0.74273,2.24873,0.0005744,0.0005744,0.0005744
74,9027.32,1.00366,0.6599,1.20819,0.96245,0.9697,0.96458,0.48554,1.81146,0.79175,2.07152,0.0005546,0.0005546,0.0005546
75,9101.39,0.99593,0.71257,1.22191,1,0.89823,0.96259,0.53389,1.79594,0.83204,1.97351,0.0005348,0.0005348,0.0005348
76,9224.43,1.05746,0.74661,1.26103,0.93761,0.9108,0.95924,0.58496,1.74472,0.91561,2.06484,0.000515,0.000515,0.000515
77,9368.53,1.00075,0.69197,1.23023,0.92746,0.87879,0.9295,0.53042,1.63225,1.1135,2.03438,0.0004952,0.0004952,0.0004952
78,9490.52,0.98495,0.68283,1.18135,0.96714,0.9697,0.98259,0.5387,2.01585,0.90488,2.44655,0.0004754,0.0004754,0.0004754
79,9607.29,0.97231,0.66473,1.19693,0.99699,0.9697,0.99412,0.47247,2.18249,0.89581,2.50777,0.0004556,0.0004556,0.0004556
80,9704.06,0.95076,0.63772,1.19167,0.96905,0.94898,0.96623,0.55237,1.84036,0.84062,2.18997,0.0004358,0.0004358,0.0004358
81,9794.04,0.92357,0.62393,1.16812,0.90997,0.91903,0.98661,0.55723,1.65922,0.79215,1.93465,0.000416,0.000416,0.000416
82,9927.03,0.97458,0.65797,1.18694,0.96831,0.90909,0.96109,0.56239,1.81974,0.81257,2.1843,0.0003962,0.0003962,0.0003962
83,10042.1,0.92791,0.65194,1.19552,0.95591,0.87879,0.94534,0.4531,2.00696,0.86998,2.20041,0.0003764,0.0003764,0.0003764
84,10128.1,0.92825,0.6262,1.14129,0.94699,0.90909,0.9751,0.54117,2.02828,0.81321,2.38283,0.0003566,0.0003566,0.0003566
85,10250.7,0.98002,0.64332,1.20348,0.97977,0.87879,0.97538,0.53015,1.94855,0.79602,2.25374,0.0003368,0.0003368,0.0003368
86,10389,0.9218,0.63442,1.1729,0.90324,0.84858,0.90118,0.42944,1.99171,0.87321,2.12912,0.000317,0.000317,0.000317
87,10474.7,0.86071,0.58925,1.14144,1,0.86932,0.94845,0.50486,1.79104,0.82903,2.1196,0.0002972,0.0002972,0.0002972
88,10616.6,0.88427,0.60283,1.1539,0.96397,0.87879,0.94428,0.49462,1.82851,0.85838,2.26363,0.0002774,0.0002774,0.0002774
89,10727.1,0.89612,0.6072,1.16709,0.957,0.87879,0.93459,0.47959,2.03513,0.88046,2.59021,0.0002576,0.0002576,0.0002576
90,10834.5,0.88569,0.61548,1.15732,0.96174,0.90909,0.954,0.51802,2.0829,0.87502,2.62397,0.0002378,0.0002378,0.0002378
91,10974.1,0.8754,0.59505,1.18189,0.96694,0.88652,0.94294,0.49818,1.96503,0.90895,2.37659,0.000218,0.000218,0.000218
92,11060.8,0.81513,0.53474,1.14297,0.90446,0.9697,0.97723,0.54831,1.74925,0.83236,2.05703,0.0001982,0.0001982,0.0001982
93,11178.8,0.80298,0.53533,1.12636,0.94122,0.90909,0.97254,0.54317,1.76663,0.84685,2.15978,0.0001784,0.0001784,0.0001784
94,11297.5,0.78552,0.50676,1.1035,1,0.89761,0.96674,0.54105,1.85499,0.8621,2.42108,0.0001586,0.0001586,0.0001586
95,11412.8,0.79713,0.50996,1.13337,0.99304,0.90909,0.97021,0.51334,1.91483,0.84673,2.47154,0.0001388,0.0001388,0.0001388
96,11532.5,0.73186,0.49,1.06274,0.94244,0.87879,0.94092,0.49574,1.93759,0.86428,2.47856,0.000119,0.000119,0.000119
97,11648.9,0.79658,0.5205,1.09524,0.95017,0.90909,0.93923,0.49509,1.92027,0.86383,2.54443,9.92e-05,9.92e-05,9.92e-05
98,11732.8,0.76035,0.51269,1.10738,0.95004,0.90909,0.94853,0.49136,1.87418,0.84338,2.54808,7.94e-05,7.94e-05,7.94e-05
99,11814.3,0.74093,0.49936,1.09253,0.94516,0.90909,0.94571,0.50391,1.85097,0.85352,2.54872,5.96e-05,5.96e-05,5.96e-05
100,11938.2,0.75351,0.50113,1.13145,0.93999,0.90909,0.94723,0.51641,1.83861,0.86363,2.5595,3.98e-05,3.98e-05,3.98e-05
