epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,118.778,0.51408,0.48333,0.58533,0.84623,0.99497,1,0.995,0.87508,0.99497,1,0.995,0.86539,0.62336,0.60597,0.54795,0.75216,0.0003566,0.0003566,0.0003566
85,120.121,0.50539,0.34197,0.59538,0.8323,0.99501,1,0.995,0.87884,0.99501,1,0.995,0.86358,0.6376,0.61058,0.57297,0.75047,0.0003368,0.0003368,0.0003368
86,121.394,0.48463,0.38692,0.57004,0.82591,0.99501,1,0.995,0.87884,0.99501,1,0.995,0.86358,0.6376,0.61058,0.57297,0.75047,0.000317,0.000317,0.000317
87,122.774,0.48621,0.36523,0.59746,0.85811,0.99503,1,0.995,0.86908,0.99503,1,0.995,0.88611,0.63718,0.61959,0.58857,0.74895,0.0002972,0.0002972,0.0002972
88,124.091,0.4769,0.39373,0.60443,0.79903,0.99504,1,0.995,0.86234,0.99504,1,0.995,0.86537,0.60769,0.64147,0.57292,0.74523,0.0002774,0.0002774,0.0002774
89,125.543,0.42071,0.32258,0.57644,0.78384,0.99504,1,0.995,0.86234,0.99504,1,0.995,0.86533,0.57718,0.64989,0.5552,0.74577,0.0002576,0.0002576,0.0002576
90,126.919,0.47522,0.44672,0.66801,0.81054,0.99506,1,0.995,0.87309,0.99506,1,0.995,0.86532,0.57058,0.6618,0.55228,0.74823,0.0002378,0.0002378,0.0002378
91,134.909,0.4084,0.47073,0.58758,0.81421,0.99514,1,0.995,0.87685,0.99514,1,0.995,0.85132,0.55992,0.67365,0.56514,0.74731,0.000218,0.000218,0.000218
92,136.443,0.43461,0.39896,0.64887,0.81,0.995,1,0.995,0.87332,0.995,1,0.995,0.85027,0.55596,0.69072,0.55148,0.74825,0.0001982,0.0001982,0.0001982
93,137.987,0.42221,0.35003,0.60141,0.84286,0.99508,1,0.995,0.87732,0.99508,1,0.995,0.84802,0.56569,0.70666,0.54018,0.75008,0.0001784,0.0001784,0.0001784
94,139.307,0.43502,0.42419,0.62994,0.79772,0.99508,1,0.995,0.87732,0.99508,1,0.995,0.84802,0.56569,0.70666,0.54018,0.75008,0.0001586,0.0001586,0.0001586
95,140.715,0.43546,0.38434,0.62065,0.74433,0.99498,1,0.995,0.89486,0.99498,1,0.995,0.84329,0.58126,0.71393,0.53552,0.75013,0.0001388,0.0001388,0.0001388
96,142.08,0.44287,0.39074,0.65895,0.77731,0.9949,1,0.995,0.84343,0.9949,1,0.995,0.85788,0.6088,0.73043,0.53824,0.74989,0.000119,0.000119,0.000119
97,143.473,0.40124,0.41399,0.58873,0.81671,0.99483,1,0.995,0.8359,0.99483,1,0.995,0.84646,0.60667,0.74665,0.53766,0.74911,9.92e-05,9.92e-05,9.92e-05
98,144.838,0.37233,0.42223,0.56102,0.79928,0.99474,1,0.995,0.83924,0.99474,1,0.995,0.84637,0.60173,0.74557,0.53371,0.74854,7.94e-05,7.94e-05,7.94e-05
99,146.18,0.42033,0.38417,0.6338,0.79419,0.99483,1,0.995,0.83924,0.99483,1,0.995,0.84637,0.59803,0.74836,0.55132,0.74868,5.96e-05,5.96e-05,5.96e-05
100,147.575,0.37187,0.37888,0.60129,0.79992,0.99482,1,0.995,0.83924,0.99482,1,0.995,0.84637,0.5928,0.73506,0.55476,0.74793,3.98e-05,3.98e-05,3.98e-05
